# Fix print output for fix fdiheds
20  -96.5455840102859  9.30095313538921
40  -103.763283830336  4.52656411667363
60  -104.804619444543  -2.41802218144575
80  -99.4776776524982  -4.17809294854463
100  -83.5622591363392  -8.62298100727684
120  -90.0716442972042  -7.96378429362546
140  -87.0457963757045  -4.33808194203448
160  -101.688726557316  0.191704021887053
180  -101.832845969176  2.01261486943717
200  -93.4284155907921  -2.58286809999478
220  -95.2845796354891  4.32791482383566
240  -85.1400277945891  0.340163426120988
260  -84.7707322914208  10.79414523875
280  -84.3418103756772  5.08759729447597
300  -90.1696376268268  6.3750594116873
320  -97.5587625762452  7.64529859831068
340  -96.030411265856  0.526223995802961
360  -104.569121287564  12.1486980574988
380  -93.8957249374924  6.71088525078429
400  -96.1105622960666  10.0778473652961
420  -92.7320221044694  4.16742902860626
440  -94.3276780408563  19.7582376044768
460  -100.136797290359  16.3454021954862
480  -93.941699207759  21.4034374586057
500  -86.8910749331277  12.5569580852157
520  -80.6912101943173  11.3402146243081
540  -90.9966171823574  20.6621046688167
560  -87.5523906700497  12.2496813273047
580  -95.4817208393899  14.1826369091241
600  -93.8257501348671  1.21465857971892
620  -96.9114255290437  2.65044627316539
640  -103.584424034953  -5.97198379854505
660  -100.087707216163  -9.67498999796973
680  -94.572474645976  -16.6785444570256
700  -90.612186298152  -20.2453723964791
720  -71.4839349809884  -34.8661634559325
740  -77.3113528925238  -34.503798224696
760  -73.4021055263327  -38.2266182985591
780  -59.4545922606297  -52.2407510173235
800  -70.5774980351207  -44.3704196019076
820  -62.5510777400916  -43.6002387382353
840  -55.9785766503399  -48.3806585615725
860  -61.6808045993402  -38.3758850718159
880  -63.2702323510714  -37.792178601293
900  -58.8226696578902  -35.2404346913568
920  -62.7637389390071  -25.1821462518324
940  -66.3403850205207  -28.2446394159724
960  -50.7211641443322  -32.513236255809
980  -71.9915449214107  -24.2142359231541
1000  -59.8566272475366  -29.4283611016115
1020  -61.7045888524129  -26.2313040860493
1040  -59.8894857032663  -32.4450067115596
1060  -64.3074457311424  -32.1381327962714
1080  -67.6467556994764  -47.0870133780703
1100  -73.7281633160391  -49.6884094425945
1120  -73.4013285036241  -49.8410791048146
1140  -74.0280027145845  -48.4048765964005
1160  -63.3387341631823  -47.473080405279
1180  -69.2937248163949  -46.351114378247
1200  -56.1578761743637  -45.3143898646238
1220  -60.4597202990642  -41.5545602366256
1240  -61.2503906703772  -39.9097950747979
1260  -58.354596204275  -39.7791911989882
1280  -63.7874051031932  -41.3064144981734
1300  -58.9756247281588  -34.8832984986004
1320  -60.3425457153643  -37.1078677155457
1340  -58.0141444058268  -31.1126298975572
1360  -75.7105947953045  -25.2098007064562
1380  -71.7669893724743  -23.9071305033462
1400  -78.6526097351094  -24.1271712524599
1420  -75.2980314716054  -18.8455648801787
1440  -69.7042893854919  -25.7768323294588
1460  -63.5870257378156  -28.497098927329
1480  -74.5920013644137  -18.2133603695341
1500  -76.7353788688573  -14.5262510987665
1520  -74.5278276288274  -15.6636507001559
1540  -76.5349293549025  -12.1330957975169
1560  -68.295600082553  -19.4437467034632
1580  -64.5112591013682  -23.9751452054855
1600  -61.8019630481133  -27.068672672961
1620  -60.2981219492882  -31.4093138668173
1640  -42.8960141768808  -47.1412846717735
1660  -64.8107734793125  -38.4678781609457
1680  -54.4100776231084  -44.3124319305786
1700  -61.0782409154117  -49.1098168557142
1720  -64.0061630124565  -37.4505039382192
1740  -64.3621579278115  -42.5567211236263
1760  -68.2165489577044  -36.9358915125699
1780  -73.1617505168157  -36.7761641843832
1800  -65.7962165472871  -40.2024904098183
1820  -59.3246149075485  -37.0327646213045
1840  -70.4132215207025  -26.5644954498341
1860  -62.6147466699911  -24.8964324847986
1880  -61.991320161509  -29.8515915409423
1900  -66.6240756645106  -21.5461576733425
1920  -56.5284814265806  -37.8244088799086
1940  -63.5290209149837  -34.5346548873543
1960  -64.6323015705405  -45.3388990977416
1980  -57.5934549845011  -46.2796214793299
2000  -59.584456186131  -50.1175191326075
2020  -53.5108113153636  -48.8727580289223
2040  -67.380935768717  -46.5741417670635
2060  -71.5996089154124  -44.7129257251825
2080  -66.2133040121934  -52.1564967918258
2100  -56.0455372872421  -48.6835457247808
2120  -58.7132714652381  -41.2564207357033
2140  -59.8914865432257  -33.6799350915616
2160  -66.0479220094895  -35.7241785465071
2180  -63.6348785772278  -35.5657441236584
2200  -61.2084911318588  -34.999431389617
2220  -69.183377555825  -19.5698537005365
2240  -63.9089260476394  -27.6956095755697
2260  -66.1237071154411  -29.6995143008547
2280  -71.7945621125506  -23.0838747070815
2300  -72.9840663378281  -21.802707826743
2320  -76.5014102093765  -10.3245914679531
2340  -71.7391981931181  -13.2999732029121
2360  -68.5680612823356  -18.2372336820417
2380  -68.6316785197179  -16.8014877838839
2400  -85.3922446493965  -12.396288079306
2420  -92.3725771820551  -6.73735267417084
2440  -91.5001174937988  -9.63676028989121
2460  -95.6007510607884  -12.081290391795
2480  -93.9817877707296  -8.18898202800871
2500  -94.9170959555045  8.10813595568308
2520  -108.55294092614  2.37467294797587
2540  -100.172569303052  1.03321027736961
2560  -99.1403672053029  2.85960357928526
2580  -96.008634970125  6.83975314391216
2600  -100.014650323989  8.01726499622211
2620  -90.6093420877266  -7.75736471905231
2640  -92.3558444442898  -8.3053830708177
2660  -83.1829562801786  -10.2429942182786
2680  -68.6132476967926  -19.5120987774519
2700  -79.495986573593  -19.3500392880503
2720  -72.2352108789996  -18.967014041339
2740  -67.9491800108764  -26.2327784246529
2760  -72.6176274023184  -27.0425137716175
2780  -73.6630670094194  -25.3830687429483
2800  -71.5825654184453  -33.4070992191236
2820  -84.5275634910034  -20.6069259110172
2840  -80.7562072237088  -19.3533046001142
2860  -79.127410350535  -16.2171770176019
2880  -80.82847567995  -16.0364234640098
2900  -82.0148761727681  -12.535930436401
2920  -80.7289582421923  -23.1017654292922
2940  -88.9939964685752  -13.7401817110699
2960  -83.7402608972268  -17.6598905660117
2980  -84.6814410367233  -26.5769195359834
3000  -85.6897630274134  -24.1021040489658
3020  -80.4215623202433  -25.3651009505188
3040  -84.0721726312506  -24.9861033139649
3060  -78.0520382109239  -28.594731336201
